Date,VIX,RVX,VXD,SPY,RUT,DJI,VTI,VIXrm20,RVXrm20,VXDrm20,SPYrm20,RUTrm20,DJIrm20,VTIrm20,VIXrm60,RVXrm60,VXDrm60,SPYrm60,RUTrm60,DJIrm60,VTIrm60
2005-01-03,0.0594431903687,0.076179647527,0.0315352697095,-0.00811942012901,-0.0170818252535,-0.00497078735046,-0.00711623178584,0.00482090033423,0.00471162620577,0.00227343262102,0.000470099577642,-9.45083660657e-05,0.000656784438641,0.000375792407876,0.00023141809383,-0.000698449229396,0.000919363015853,0.00104175261944,0.00161764209686,0.00098523367375,0.00115403618514
2005-01-04,-0.00710227272727,0.0332805071315,0.00241351568785,-0.0116713592386,-0.0185810129955,-0.00918970305889,-0.0133105802048,0.00357844101885,0.00306514927924,0.000702689263503,-7.48490450666e-05,-0.000775977002865,0.000410191791503,-0.000255360528111,-0.000519137026337,-0.000411805299621,-0.000139167348841,0.000972674161568,0.00150677855742,0.00094762294668,0.0010691794831
2005-01-05,0.00786838340486,0.0143149284254,-0.0601926163724,-0.00362784295462,-0.0175963317961,-0.00310418783158,-0.00691802144587,0.00215229991616,0.000836570218713,-0.00286560077299,0.000297426272021,-0.000597155626847,0.000759860518079,-0.000111065521973,-1.14746008185e-05,0.000170501860786,0.000261000421008,0.000878791822718,0.00115820730988,0.000851465022614,0.000917046713142
2005-01-06,-0.0361958836054,-0.00907258064516,0.0606319385141,0.00350585857964,0.00378964027303,0.00236841608636,0.00487634970394,0.00209817508483,0.00179851247058,0.00284950049367,0.000228888618992,-0.00085931422071,0.000621591093866,-6.7004854563e-05,-0.000999964797777,-0.00060917663805,0.000254445666923,0.000975021797702,0.00124589576473,0.000898873557599,0.00103507040262
2005-01-07,-0.00662739322533,0.00508646998983,-0.0201288244767,-0.00143117121832,-0.0106643621138,-0.00177917517815,-0.00329289428076,0.00294193809983,0.00249508362876,0.000967329495028,-0.000114477361512,-0.00123725846714,0.00025343049013,-0.000465213582442,-0.001520166645,-0.000909804057364,-0.000873468278853,0.00107284319126,0.00127883532555,0.000993097640834,0.00110296353969
2005-01-10,-0.0192735359526,0.0202429149798,0.0180772391126,0.00342277308184,0.00738730261653,0.00160316861562,0.00399930446879,0.00244409981152,0.00539699315728,0.00412528981131,0.000108795008668,-0.00111026749915,0.000379074479246,-0.000204976273588,-0.0029330481024,-0.00143343075112,-0.00207291302473,0.00128493490199,0.00153484014892,0.0011994424706,0.00131804161973
2005-01-11,-0.00302343159486,0.0014880952381,-0.0371267150928,-0.00609956731779,-0.0100527100407,-0.00610112042181,-0.00606165569796,0.0031549971973,0.00658978308012,0.00402861070903,-0.000645680579443,-0.00207080182849,-0.000376983135288,-0.000982196989521,-0.00157341631208,-0.000692254894813,-0.000318734367615,0.00110910468128,0.0012333438781,0.00103223251218,0.00112341612136
2005-01-12,-0.0477634571645,-0.00792471520555,-0.0486169321039,0.00398140393394,0.00271445868769,0.00583543320513,0.00435615960969,9.24858149564e-06,0.00574711874841,-0.00111575902784,-0.000642657317219,-0.00236687275565,-0.000264751439124,-0.000986421459933,-0.00200378244213,-0.00040422960134,-0.0012595307954,0.00108793104508,0.00120218998432,0.00109106717134,0.00112466112453
2005-01-13,0.0222929936306,0.0139790314528,0.0449339207048,-0.0086301258086,-0.00499029173669,-0.0105483245117,-0.00763358778626,0.00261643557646,0.00733102607327,0.000202666965211,-0.00117138834091,-0.00301030280798,-0.000862415405072,-0.00152963800279,-0.00210809930559,-0.000390647091544,-0.00144303304939,0.00110552359359,0.00127518875321,0.00101352450433,0.00114263083072
2005-01-14,-0.0319314641745,-0.0379123584441,-0.0623946037099,0.0060045601038,0.0120465719433,0.00496868396505,0.00437062937063,0.00134374900741,0.0066741468898,0.00126686387168,-0.000767072734107,-0.001916152843,-0.000679921439715,-0.00122636077155,-0.00233185239323,-0.000659023985953,-0.00199238632927,0.00119910270274,0.00137420019488,0.00111435373972,0.00121235822375
2005-01-18,0.00321802091714,0.0327533265097,-0.00089928057554,0.00967477105199,0.0119680236435,0.00670581549536,0.0109660574413,0.0028086435333,0.00883144370027,0.0012671077995,9.10813524409e-05,-0.00130607648179,-8.44864413627e-05,-0.000423388969095,-0.00193029503002,0.000582626965047,-0.00184310848089,0.00131761296113,0.00138277605703,0.00126168628282,0.0013172296678
2005-01-19,0.0569366479551,0.00594648166501,0.0909090909091,-0.00949010450827,-0.0111383520663,-0.00835465903959,-0.00895316804408,0.00615756798126,0.00726178995389,0.00802975691509,-0.000402267995333,-0.00154916801255,-0.000557149486583,-0.000785723139217,-0.00182958565214,-0.000201103291031,-0.00188487376002,0.00132136799371,0.00145378561533,0.0013048904238,0.00131997645768
2005-01-20,0.0493171471927,0.0256157635468,0.0313531353135,-0.00778299634577,-0.00901417074231,-0.0064990512334,-0.00625434329395,0.00980685729356,0.0109891473101,0.00978680762016,-0.00124342998284,-0.00263854312386,-0.00134075740955,-0.00155997876545,-0.00242560876612,-0.000784987250724,-0.00277455306409,0.00120594828637,0.0011893633724,0.00120989557844,0.0012282569646
2005-01-21,0.0383224873463,-0.0100864553314,0.0656,-0.00641481592116,-0.00205769661371,-0.0074965382228,-0.00506993006993,0.0121558820938,0.0109283490852,0.0122112943122,-0.00173506111726,-0.00291629718683,-0.00197814543004,-0.00199978963209,-0.00159590747922,-0.000539383255656,-0.00102488230876,0.000851045461779,0.000981891532589,0.000848201137972,0.000880649691837
2005-01-24,0.0201949860724,0.0436681222707,0.0135135135135,-0.00352778564193,-0.0107187075633,-0.00234773405177,-0.00544719732912,0.0141263300874,0.0155282229792,0.0158308952215,-0.00193460156154,-0.00352239672077,-0.00214730775926,-0.00232277386574,-0.000578014636304,0.000529327873098,-0.000340427692853,0.000577594079401,0.000527108290027,0.000617772579258,0.00058326424144
2005-01-25,-0.0402730375427,-0.023709902371,-0.0414814814815,0.00400432567132,0.00325868179495,0.00896938834558,0.00265017667845,0.00806103083712,0.00960918554087,0.00854331568566,-0.00151912076183,-0.00297216663347,-0.00146331821193,-0.00162553138381,-0.000899359155144,-0.000198397104546,-0.000755351716162,0.000614122590064,0.000625414907953,0.000763096551517,0.000636571279648
2005-01-26,-0.0440967283073,-0.0538095238095,-0.0417310664606,0.00484411451057,0.0166034740313,0.00353674390151,0.00616740088106,0.00643280068205,0.0086082855245,0.00758086308205,-0.00163461491203,-0.00293582689932,-0.00165024898486,-0.00173489365007,-0.00258730441034,-0.00113313575585,-0.00237614473061,0.000654057284584,0.000954505502164,0.000783726192117,0.000690601618584
2005-01-27,-0.014880952381,-0.0236537493709,-0.0137096774194,0.000408921974057,0.000535246600148,-0.00297182481474,0.00140105078809,0.00727208639634,0.00671427618281,0.00620540680998,-0.00161045702809,-0.00281511128801,-0.00168229869904,-0.00173247722836,-0.00283532028336,-0.00167110829227,-0.00251586882608,0.000656300318289,0.000871783104604,0.000689485398749,0.000689643744299
2005-01-28,0.0,-0.0159793814433,-0.00163532297629,-0.00271598813751,-0.0063219709001,-0.00384049525192,-0.00367261280168,0.00322733596604,0.00553541231228,0.00417264247605,-0.00175038095613,-0.00310977926176,-0.00174088793547,-0.00188233549424,-0.00274312606086,-0.0022149590691,-0.00244272260259,0.00061029599651,0.000810709881482,0.000656475181894,0.000667877671965
2005-01-31,-0.0317220543807,-0.00366684127816,-0.004914004914,0.00846028131992,0.0179771941272,0.00601311953353,0.0101807969107,-0.0012648177084,0.00433698904188,0.0013068548941,-0.00126020834973,-0.00209684190522,-0.00136014159093,-0.00123811484438,-0.00106745943527,-0.000874272883818,-0.000549314042517,0.000564963953226,0.000828774743342,0.00058829502456,0.000621620880817
2005-02-01,-0.0616224648986,-0.0184016824395,-0.0707818930041,0.00689090035486,0.00660234426453,0.00591044719206,0.00573414422242,-0.00731810047177,-0.000392077456449,-0.00380900324158,-0.000509692325532,-0.000912633429315,-0.000816079863806,-0.000595596043971,-0.00201140460049,-0.000383480882589,-0.00189453301301,0.000410537540437,0.000748443549024,0.000394641340289,0.00045597575555
2005-02-02,-0.0307564422278,-0.0316014997322,-0.0265721877768,0.00317796797736,0.00611323098083,0.00425515783887,0.00449205252246,-0.00850080894679,-0.00363617779964,-0.00525828841481,0.000232774035266,0.000322078769502,-0.000143836818918,0.000294535592391,-0.00236891772137,-0.000605604016874,-0.00222393836148,0.000398941450766,0.000790543726406,0.000348091887199,0.000471720677277
2005-02-03,0.0111492281304,-0.0353982300885,-0.00454959053685,-0.00276563343908,-0.00420895136583,-0.000349162011173,-0.00498796009632,-0.00833676671052,-0.00612183572533,-0.00247613712304,0.000275884511043,0.000991447791015,-6.08552789748e-06,0.000391038659868,-0.00213492769569,-0.00174710847216,-0.00224899056223,0.000371141475978,0.000781346537959,0.000336175448545,0.000429827551835
2005-02-04,-0.0491942324003,-0.0464449541284,-0.0575868372943,0.0110430492183,0.012902807649,0.0116113319047,0.0126188418323,-0.00898668415027,-0.00799045439949,-0.00838707591346,0.000652744042976,0.00144710615981,0.000456060263021,0.000778163266288,-0.00272536296999,-0.00174541526519,-0.00300505333302,0.000566782217356,0.000870164318488,0.000537556785532,0.000622423651828
2005-02-07,0.0463871543265,0.0246542393265,0.0669253152279,-0.00108896533621,-0.00128640655972,-2.79952594695e-05,-0.000512120177535,-0.00633595677267,-0.00701206593266,-0.00403436892823,0.000669854337082,0.00191600393752,0.000543619258955,0.000917201971449,-0.00130321115713,-0.000932061582625,-0.00151582373017,0.000565383104976,0.000767128042115,0.000538534394131,0.000605038758013
2005-02-08,-0.0110826939471,-0.0152582159624,-0.0281818181818,0.000482706465731,0.00329863343359,0.00082121726796,0.00170794192997,-0.0059264146724,-0.00878712247977,-0.00634732179295,0.000522851006276,0.00171157047837,0.000504521691572,0.000802633844508,-0.00143695432332,-0.000800853258026,-0.00148446584754,0.000421941200402,0.000639201355732,0.000416936576559,0.000477245243449
2005-02-09,0.0344827586207,0.0578069129917,0.0495790458372,-0.00857527953074,-0.0203687838031,-0.00564123603678,-0.00937766410912,-0.00405110516163,-0.00597118159209,-0.00201203374645,0.000399065395629,0.00119576679025,0.000527515910824,0.00063683342395,-0.00123289607637,0.000612301606079,-0.000780497519696,0.000127191350867,0.00014611699291,0.00021275787041,0.000177826644879
2005-02-10,-0.0408333333333,-0.00056338028169,-0.0329768270945,0.00421146154088,0.00175796449046,0.00801755422399,0.00344234079174,-0.00370459897007,-0.0056031148459,-0.00123002849597,0.000410568275976,0.00114794208039,0.000636621961767,0.000591142483053,-0.00197596726084,0.000263353360863,-0.00146506407114,0.000202449005307,0.000125039511676,0.000328671783759,0.000223614861665
2005-02-11,-0.00695047784535,-0.0484780157835,-0.0184331797235,0.0069256221174,0.0126832884373,0.00431643968148,0.0082332761578,-0.00516677254386,-0.00872596720771,-0.00439838351739,0.00118835567228,0.00203162108909,0.00137986017142,0.00138448568026,-0.00188004971421,-0.00085890456535,-0.00143761171177,0.000435856749528,0.000495917766093,0.000499346750311,0.000459232843354
2005-02-14,0.00787401574803,0.0142180094787,-0.0338028169014,0.000696893691075,0.000409619377251,-0.000453871804372,0.000170125893161,-0.00317649854774,-0.00611944881157,-0.00296879417696,0.000922972351639,0.00144977346078,0.00110873238295,0.00117446050638,-0.00174881611841,-0.000286245488845,-0.00194634718472,0.000355166605642,0.000365720477479,0.000393413019492,0.000365998405911
2005-02-15,-0.0217013888889,-0.0286214953271,-0.0145772594752,0.00329976615526,-0.000126008625681,0.00428130589097,0.00357203606055,-0.00442246903804,-0.00918818990342,-0.00365269312195,0.000604222106803,0.000845071847328,0.000987506902733,0.000804759437347,-0.00182032172934,-0.000874381522075,-0.00218930150931,0.000387458396105,0.000387965354141,0.000428431826884,0.00039658710464
2005-02-16,-0.0150842945874,-0.0258568851473,-0.00591715976331,0.000181776188237,0.00615802121096,-0.000221457374069,0.000169491525424,-0.00802351616516,-0.010778358244,-0.00849400565557,0.00108781614163,0.00170989051119,0.00139416698601,0.00126089241582,-0.00273942052716,-0.00188479980654,-0.002260508558,0.000576511437952,0.000721552004469,0.000607130569809,0.000601677335565
2005-02-17,0.0603603603604,0.0345679012346,0.0386904761905,-0.00792336555794,-0.0120685001012,-0.00743892421711,-0.00660904931368,-0.00747135550678,-0.0103307513596,-0.00812713861172,0.00108079768102,0.00155717404325,0.00134717333682,0.00124315711484,-0.0010790935335,-0.000926445897074,-0.00160193856767,0.000346192957175,0.000300882809011,0.000431348571565,0.000383301405445
2005-02-18,-0.0501274426508,0.035799522673,-0.0506208213945,0.000699534457631,-0.00160029466679,0.00287326929693,-0.000341180484476,-0.0118938520066,-0.00803645245942,-0.0139381796814,0.00143651519996,0.0015800441406,0.00186566371281,0.00147959459411,-0.00152904589945,-7.50564726108e-05,-0.00179983711606,0.000362099780868,0.000193494898607,0.00047415189518,0.000371802800161
2005-02-22,0.175313059034,0.0599078341014,0.181086519115,-0.0145057236605,-0.0193611031108,-0.0161332195972,-0.0150170648464,-0.00413794835856,-0.00722446686789,-0.00555952940138,0.000887618299032,0.00114792436322,0.00117638943554,0.00100110121824,0.00132706625256,0.0015978346279,0.00106103883145,5.20806401785e-05,-0.00026182244657,0.00016126563892,2.56494650148e-05
2005-02-23,-0.0570776255708,-0.00869565217391,-0.0451448040886,0.00560736286427,0.00422375516574,0.00589942702051,0.00519750519751,-0.00497817775997,-0.00647375435804,-0.00574269553174,0.000967770158679,0.00119617803176,0.00102289136928,0.0011284676442,0.000297156140846,0.00117368506201,6.79004228961e-05,0.000132984590586,-0.000235376037334,0.000256579369016,0.00011227455164
2005-02-24,-0.0661824051655,-0.0476973684211,-0.0633363068689,0.00789377024958,0.0113127602554,0.00702655099402,0.00758359186487,-0.00608246160288,-0.00616814658861,-0.00682295755215,0.00112025294563,0.000931642342964,0.00119738172391,0.00119927719339,-0.00148402687691,0.000255622861052,-0.00189501904111,0.000322046517936,-0.000133972467673,0.000447025560353,0.000273329794448
2005-02-25,-0.00691443388073,-0.0184225676454,-0.0457142857143,0.00930681924349,0.0158869765947,0.00863352188151,0.00992131371878,-0.00568413567787,-0.00590658750234,-0.0084231879669,0.0015651478091,0.00169922884269,0.00177764905872,0.00162529033992,-0.00152407947166,-0.000493232303784,-0.00281578003812,0.000544331973664,0.000148936177641,0.000667124250169,0.000476313829393
2005-02-28,0.0513489991297,0.0398826979472,0.0728542914172,-0.00641424092727,-0.00544292949689,-0.00695469303424,-0.00491192411924,-0.00311668572138,-0.00311348353281,-0.00469870724723,0.00138023516961,0.00174318091285,0.00162193916961,0.00156332477404,-0.000328383665423,0.000995655152846,-0.00127371598893,0.000188240834015,-0.000202388385806,0.000291974750487,0.000176867922619
2005-03-01,-0.00331125827815,-0.0146644106035,0.00558139534884,0.00565807422382,0.00704985492556,0.0059259534469,0.0056170212766,-0.00169614591626,-0.00366336199908,-0.00417393723408,0.00124012481481,0.00119681395277,0.00161758086527,0.00133513599234,-0.000396421470444,0.000144311893269,-0.00106030750037,0.000297091693283,-5.45966872595e-05,0.000398766929724,0.000281939697619
2005-03-02,0.0382059800664,0.0349170005724,0.054579093432,-0.000272699325624,-0.00187933526302,-0.0016620498615,-0.000677048070413,0.003295276332,-0.00099742784848,0.00209411208772,0.000881944830784,0.00077272997639,0.0012389560126,0.0010145763777,0.000266025398152,0.00110737363361,0.000186180489055,0.000280784027631,-7.81372729966e-05,0.000359886862477,0.000264924247202
2005-03-03,0.0344,0.00884955752212,-0.00877192982456,0.00032230514857,0.00150622279572,0.0019422863485,0.0010162601626,0.00655309844338,0.00102512501424,0.00298412498533,0.000739161689345,0.000542379567135,0.00112331243808,0.000840786759707,0.000543576838481,0.000151365497948,-0.000523824721993,0.000299028893181,2.9493777924e-05,0.000463222470221,0.000293320607996
2005-03-04,-0.07656612529,-0.047149122807,-0.0318584070796,0.00962438084307,0.0104341823145,0.00993261331118,0.010152284264,0.00216733077236,0.00043758037831,0.00161868415819,0.00135866240345,0.00127453625115,0.0016374012042,0.00159779897772,-0.00133904534066,-0.00161589504277,-0.00124101791261,0.000643991062172,0.000556276138441,0.000797058731459,0.000625924038539
2005-03-07,0.0268006700167,0.0201380897583,0.0201096892139,0.00261027068786,-0.00169009532478,-0.000338189861616,0.00234505862647,0.00596707589322,0.00376673257265,0.0055035104836,0.00093702347693,0.000544891102463,0.00103992511588,0.00108410981743,-0.000307144390738,-0.000808403118754,-1.13549787266e-05,0.000606218712966,0.000377561013856,0.000705858824255,0.000598422743051
2005-03-08,0.0114192495922,0.0332769317541,-0.010752688172,-0.00479878946297,-0.00913242806975,-0.0022218361693,-0.00635026737968,0.0042186806565,0.00419786719403,0.00161961031361,0.000751532270592,0.000152590026962,0.000930233070387,0.000792202457321,0.000274887327888,-0.00010637170329,-0.000482476373198,0.000435636415387,0.000277111832448,0.000575760939824,0.000414730282109
2005-03-09,0.0241935483871,0.0256550218341,0.0579710144928,-0.0101851221062,-0.0108153284058,-0.00980517933398,-0.00908173562059,0.00598249277322,0.00624352908385,0.00592725194733,0.000218140841994,-0.000553108065005,0.00039891324029,0.000252718579793,0.000833392637445,0.000951133253787,0.0012350733219,0.000283262285646,1.60649714063e-05,0.000427503137036,0.000283458716904
2005-03-10,-0.0165354330709,-0.0127727514635,-0.021404109589,0.00185581725209,-0.00656020613627,0.00424779743837,-0.00169721656483,0.00343158318864,0.00271454586109,0.00237809417602,0.000739695681135,0.000137320818334,0.000893364914047,0.000636740957007,0.000845158408103,0.00111104911637,0.00146489037954,0.000164360165774,-0.000245904739968,0.000347965896527,9.71257971455e-05
2005-03-11,0.0248198558847,0.0118598382749,0.0174978127734,-0.00758324912136,-0.000159465020068,-0.00710500852417,-0.00323019381163,0.00671424264954,0.00333570678892,0.00490182616941,0.000149960148024,4.14493428082e-05,0.000137236776639,0.000303114226839,0.00100629742032,0.00115990356381,0.000852012881868,-2.73762977398e-05,-0.000392493777483,0.000169702433094,-3.07215833472e-05
2005-03-14,-0.03203125,0.0,0.00945829750645,0.00562462523122,0.00551968740184,0.00279365904366,0.00494627323896,0.00546020404181,0.0057596075781,0.00629640003091,8.49103037149e-05,-0.000316730708964,6.10977447483e-05,0.000138764080896,0.000969955691467,0.00145488881455,0.000700227826245,3.39592116929e-05,-0.000431804142618,0.0001928475037,-2.12941387966e-06
2005-03-15,0.0613397901533,0.0111880660629,0.0281090289608,-0.00752380727281,-0.00552115035103,-0.0054977092878,-0.00526137135098,0.00813349276207,0.00560811040731,0.00939199232402,-0.000326124744479,-0.000613269195378,-0.000191094129423,-0.000132810781311,0.00210024774058,0.00205426949518,0.00256335400625,-5.67417089825e-05,-0.000359882859197,7.92389379385e-05,-6.15703488254e-05
2005-03-16,0.025855513308,0.0,0.0687655343828,-0.00808186516385,-0.00622192009899,-0.0104233557622,-0.00870158675994,0.0105113378719,0.00703918517367,0.0135591320169,-0.000895206310435,-0.000918064769043,-0.000926327212079,-0.000746491922335,0.00296583745573,0.00222747965684,0.00372451556483,-6.66342837304e-05,-0.000459689801168,-7.76891690288e-06,-0.000121707151361
2005-03-17,-0.0148257968866,-0.00632244467861,-0.0410852713178,0.00180125337503,0.00407763287311,-0.000630107870706,0.0013769363167,0.010524262757,0.0080159071971,0.0118007264392,-0.000814232451095,-0.00102208418593,-0.000946759736911,-0.000686119682772,0.00288610485769,0.00149977963565,0.00377882589957,-4.2894768267e-05,-0.000287120562431,-3.65807458281e-05,-7.03168020554e-05
