Date,VIX,SPY,RVX,RUT,DJI,VXD,VTI
2005-01-03,0.0594431903687,-0.00811942012901,0.076179647527,-0.0170818252535,-0.00497078735046,0.0315352697095,-0.00711623178584
2005-01-04,-0.00710227272727,-0.0116713592386,0.0332805071315,-0.0185810129955,-0.00918970305889,0.00241351568785,-0.0133105802048
2005-01-05,0.00786838340486,-0.00362784295462,0.0143149284254,-0.0175963317961,-0.00310418783158,-0.0601926163724,-0.00691802144587
2005-01-06,-0.0361958836054,0.00350585857964,-0.00907258064516,0.00378964027303,0.00236841608636,0.0606319385141,0.00487634970394
2005-01-07,-0.00662739322533,-0.00143117121832,0.00508646998983,-0.0106643621138,-0.00177917517815,-0.0201288244767,-0.00329289428076
2005-01-10,-0.0192735359526,0.00342277308184,0.0202429149798,0.00738730261653,0.00160316861562,0.0180772391126,0.00399930446879
2005-01-11,-0.00302343159486,-0.00609956731779,0.0014880952381,-0.0100527100407,-0.00610112042181,-0.0371267150928,-0.00606165569796
2005-01-12,-0.0477634571645,0.00398140393394,-0.00792471520555,0.00271445868769,0.00583543320513,-0.0486169321039,0.00435615960969
2005-01-13,0.0222929936306,-0.0086301258086,0.0139790314528,-0.00499029173669,-0.0105483245117,0.0449339207048,-0.00763358778626
2005-01-14,-0.0319314641745,0.0060045601038,-0.0379123584441,0.0120465719433,0.00496868396505,-0.0623946037099,0.00437062937063
2005-01-18,0.00321802091714,0.00967477105199,0.0327533265097,0.0119680236435,0.00670581549536,-0.00089928057554,0.0109660574413
2005-01-19,0.0569366479551,-0.00949010450827,0.00594648166501,-0.0111383520663,-0.00835465903959,0.0909090909091,-0.00895316804408
2005-01-20,0.0493171471927,-0.00778299634577,0.0256157635468,-0.00901417074231,-0.0064990512334,0.0313531353135,-0.00625434329395
2005-01-21,0.0383224873463,-0.00641481592116,-0.0100864553314,-0.00205769661371,-0.0074965382228,0.0656,-0.00506993006993
2005-01-24,0.0201949860724,-0.00352778564193,0.0436681222707,-0.0107187075633,-0.00234773405177,0.0135135135135,-0.00544719732912
2005-01-25,-0.0402730375427,0.00400432567132,-0.023709902371,0.00325868179495,0.00896938834558,-0.0414814814815,0.00265017667845
2005-01-26,-0.0440967283073,0.00484411451057,-0.0538095238095,0.0166034740313,0.00353674390151,-0.0417310664606,0.00616740088106
2005-01-27,-0.014880952381,0.000408921974057,-0.0236537493709,0.000535246600148,-0.00297182481474,-0.0137096774194,0.00140105078809
2005-01-28,0.0,-0.00271598813751,-0.0159793814433,-0.0063219709001,-0.00384049525192,-0.00163532297629,-0.00367261280168
2005-01-31,-0.0317220543807,0.00846028131992,-0.00366684127816,0.0179771941272,0.00601311953353,-0.004914004914,0.0101807969107
2005-02-01,-0.0616224648986,0.00689090035486,-0.0184016824395,0.00660234426453,0.00591044719206,-0.0707818930041,0.00573414422242
2005-02-02,-0.0307564422278,0.00317796797736,-0.0316014997322,0.00611323098083,0.00425515783887,-0.0265721877768,0.00449205252246
2005-02-03,0.0111492281304,-0.00276563343908,-0.0353982300885,-0.00420895136583,-0.000349162011173,-0.00454959053685,-0.00498796009632
2005-02-04,-0.0491942324003,0.0110430492183,-0.0464449541284,0.012902807649,0.0116113319047,-0.0575868372943,0.0126188418323
2005-02-07,0.0463871543265,-0.00108896533621,0.0246542393265,-0.00128640655972,-2.79952594695e-05,0.0669253152279,-0.000512120177535
2005-02-08,-0.0110826939471,0.000482706465731,-0.0152582159624,0.00329863343359,0.00082121726796,-0.0281818181818,0.00170794192997
2005-02-09,0.0344827586207,-0.00857527953074,0.0578069129917,-0.0203687838031,-0.00564123603678,0.0495790458372,-0.00937766410912
2005-02-10,-0.0408333333333,0.00421146154088,-0.00056338028169,0.00175796449046,0.00801755422399,-0.0329768270945,0.00344234079174
2005-02-11,-0.00695047784535,0.0069256221174,-0.0484780157835,0.0126832884373,0.00431643968148,-0.0184331797235,0.0082332761578
2005-02-14,0.00787401574803,0.000696893691075,0.0142180094787,0.000409619377251,-0.000453871804372,-0.0338028169014,0.000170125893161
2005-02-15,-0.0217013888889,0.00329976615526,-0.0286214953271,-0.000126008625681,0.00428130589097,-0.0145772594752,0.00357203606055
2005-02-16,-0.0150842945874,0.000181776188237,-0.0258568851473,0.00615802121096,-0.000221457374069,-0.00591715976331,0.000169491525424
2005-02-17,0.0603603603604,-0.00792336555794,0.0345679012346,-0.0120685001012,-0.00743892421711,0.0386904761905,-0.00660904931368
2005-02-18,-0.0501274426508,0.000699534457631,0.035799522673,-0.00160029466679,0.00287326929693,-0.0506208213945,-0.000341180484476
2005-02-22,0.175313059034,-0.0145057236605,0.0599078341014,-0.0193611031108,-0.0161332195972,0.181086519115,-0.0150170648464
2005-02-23,-0.0570776255708,0.00560736286427,-0.00869565217391,0.00422375516574,0.00589942702051,-0.0451448040886,0.00519750519751
2005-02-24,-0.0661824051655,0.00789377024958,-0.0476973684211,0.0113127602554,0.00702655099402,-0.0633363068689,0.00758359186487
2005-02-25,-0.00691443388073,0.00930681924349,-0.0184225676454,0.0158869765947,0.00863352188151,-0.0457142857143,0.00992131371878
2005-02-28,0.0513489991297,-0.00641424092727,0.0398826979472,-0.00544292949689,-0.00695469303424,0.0728542914172,-0.00491192411924
2005-03-01,-0.00331125827815,0.00565807422382,-0.0146644106035,0.00704985492556,0.0059259534469,0.00558139534884,0.0056170212766
2005-03-02,0.0382059800664,-0.000272699325624,0.0349170005724,-0.00187933526302,-0.0016620498615,0.054579093432,-0.000677048070413
2005-03-03,0.0344,0.00032230514857,0.00884955752212,0.00150622279572,0.0019422863485,-0.00877192982456,0.0010162601626
2005-03-04,-0.07656612529,0.00962438084307,-0.047149122807,0.0104341823145,0.00993261331118,-0.0318584070796,0.010152284264
2005-03-07,0.0268006700167,0.00261027068786,0.0201380897583,-0.00169009532478,-0.000338189861616,0.0201096892139,0.00234505862647
2005-03-08,0.0114192495922,-0.00479878946297,0.0332769317541,-0.00913242806975,-0.0022218361693,-0.010752688172,-0.00635026737968
2005-03-09,0.0241935483871,-0.0101851221062,0.0256550218341,-0.0108153284058,-0.00980517933398,0.0579710144928,-0.00908173562059
2005-03-10,-0.0165354330709,0.00185581725209,-0.0127727514635,-0.00656020613627,0.00424779743837,-0.021404109589,-0.00169721656483
2005-03-11,0.0248198558847,-0.00758324912136,0.0118598382749,-0.000159465020068,-0.00710500852417,0.0174978127734,-0.00323019381163
2005-03-14,-0.03203125,0.00562462523122,0.0,0.00551968740184,0.00279365904366,0.00945829750645,0.00494627323896
2005-03-15,0.0613397901533,-0.00752380727281,0.0111880660629,-0.00552115035103,-0.0054977092878,0.0281090289608,-0.00526137135098
2005-03-16,0.025855513308,-0.00808186516385,0.0,-0.00622192009899,-0.0104233557622,0.0687655343828,-0.00870158675994
2005-03-17,-0.0148257968866,0.00180125337503,-0.00632244467861,0.00407763287311,-0.000630107870706,-0.0410852713178,0.0013769363167
2005-03-18,-0.0112866817156,-0.000470452288544,0.00742311770944,-0.00462062305878,0.000310547316118,-0.0420371867421,-0.0022344448264
2005-03-21,0.0357686453577,-0.00493422004924,0.00315789473684,-0.00160624506281,-0.00604908887363,0.0810126582278,-0.0031007751938
2005-03-22,0.0484937545922,-0.0101962085052,0.00314795383001,-0.00481038332984,-0.00898214927972,0.0195160031226,-0.00846725419043
2005-03-23,-0.0147161878066,0.000699889927794,-0.0193514644351,-0.0105403000757,-0.0013848431307,0.00382848392037,-0.000871383757407
2005-03-24,-0.0455192034139,-0.00094665805783,-0.0272,0.00524461982565,-0.00125286916603,-0.0556826849733,-0.003663003663
2005-03-28,0.0245901639344,0.00244146838245,0.0219298245614,-0.000243836031536,0.00409847839202,0.0210016155089,0.00105042016807
2005-03-29,0.0538181818182,-0.00759618130234,0.0273605150215,-0.0170535669223,-0.00762943818725,0.0537974683544,-0.00839454354669
2005-03-30,-0.0586611456177,0.0137726103578,-0.0240208877285,0.0169856257795,0.0129928789029,-0.0578078078078,0.0134038800705
2005-03-31,0.0278592375367,-0.000694143418795,0.0256821829856,0.000276440060767,-0.00351962356156,0.0183266932271,-0.000522102332057
2005-04-01,0.00499286733238,-0.00649668574263,-0.0208659363589,-0.0057229566715,-0.00947276223843,0.0344287949922,-0.00435312554414
2005-04-04,0.0014194464159,0.00272819193121,0.00372935535429,0.00361380433875,0.00161471699201,0.00605143721634,0.00349772647779
2005-04-05,-0.0304748405386,0.00448085231303,-0.0355626326964,0.00120566669047,0.00358887257583,-0.0503759398496,0.00313698152666
2005-04-06,-0.0387426900585,0.00226845577326,-0.0203632361035,0.00278278600488,0.00262944016828,-0.0356294536817,0.00208478109798
2005-04-07,-0.0623574144487,0.00597098931857,-0.0157303370787,0.0057610033483,0.00575052450887,-0.0541871921182,0.00554785020804
2005-04-08,0.0235198702352,-0.00834500048258,-0.0074200913242,-0.0145379015339,-0.00805969866209,0.0182291666667,-0.00862068965517
2005-04-11,-0.0507131537242,8.47443313174e-06,-0.0218516388729,-0.00586167335244,-0.00121399826025,-0.0622335890878,-0.000695652173913
2005-04-12,-0.0567612687813,0.0055452029836,0.00293944738389,0.00965140926606,0.00568497214938,-0.0881818181818,0.00504698920989
2005-04-13,0.177876106195,-0.0117616108325,0.000586166471278,-0.0171118061168,-0.00990673772364,0.18444666002,-0.0109090909091
2005-04-14,0.09166040571,-0.0100017802247,0.158758055067,-0.0175921538604,-0.0120243370275,0.186868686869,-0.0117296918768
2005-04-15,0.220922229869,-0.0167204966918,0.0990899898888,-0.0188532164785,-0.0186111219208,0.140425531915,-0.0159433126661
2005-04-18,-0.0665163472379,0.00294059706176,0.0349586016559,0.0078342707614,-0.00160594795539,-0.0385572139303,0.003600360036
2005-04-19,-0.0966183574879,0.00593382879167,-0.0817777777778,0.0164180628379,0.00557028387596,-0.095084087969,0.00843049327354
2005-04-20,0.131016042781,-0.0132549390305,0.0319457889642,-0.016774767147,-0.0113553330569,0.139385275197,-0.014229811455
2005-04-21,-0.148345153664,0.0197362206593,-0.0797373358349,0.0239673780647,0.020594462866,-0.151819322459,0.0189462287983
2005-04-22,0.0673143650243,-0.0067502533133,0.0249745158002,-0.0157767393161,-0.00595972050966,0.0776627218935,-0.00655215158491
